Freq (Hz)	Amplitude
3.875374875041651990e+01	3.539982322618798194e-01
3.878707097634121226e+01	4.227852857194028813e-01
3.882039320226590462e+01	3.213100483082138581e-01
3.885371542819059698e+01	5.828416524995518877e-01
3.888703765411528934e+01	3.589155032564205206e-01
3.892035988003998170e+01	3.677109298854990826e-01
3.895368210596467407e+01	3.633928551098759563e-01
3.898700433188936643e+01	3.399754543393614936e-01
3.902032655781405879e+01	3.058931347576867021e-01
3.905364878373875115e+01	4.196405514167570461e-01
3.908697100966343640e+01	5.374837510716663491e-01
3.912029323558812877e+01	3.892825668826563335e-01
3.915361546151282113e+01	3.575564481654610605e-01
3.918693768743751349e+01	3.690191349537892407e-01
3.922025991336220585e+01	4.642848978283979910e-01
3.925358213928689821e+01	3.763682373069846543e-01
3.928690436521159057e+01	5.925304499724362017e-01
3.932022659113628293e+01	4.793064369403528535e-01
3.935354881706097530e+01	3.895183761234633502e-01
3.938687104298566766e+01	3.217932007117657034e-01
3.942019326891036002e+01	2.524755129291771927e-01
3.945351549483505238e+01	4.035698888096228565e-01
3.948683772075973764e+01	4.074771239665943012e-01
3.952015994668443000e+01	3.268568104065106561e-01
3.955348217260912236e+01	4.329902699428567203e-01
3.958680439853381472e+01	3.638437238508741567e-01
3.962012662445850708e+01	2.658865724966525956e-01
3.965344885038319944e+01	4.535506551491446103e-01
3.968677107630789180e+01	3.748297701391123948e-01
3.972009330223258416e+01	4.603778801159650880e-01
3.975341552815727653e+01	2.642880901887078027e-01
3.978673775408196889e+01	4.467810017473780593e-01
3.982005998000666125e+01	3.904158348996246142e-01
3.985338220593135361e+01	2.904737543673416855e-01
3.988670443185603887e+01	3.715966405530103378e-01
3.992002665778073123e+01	4.250915591313111364e-01
3.995334888370542359e+01	3.900666383726206776e-01
3.998667110963011595e+01	4.245219780820085331e-01
4.001999333555480831e+01	2.750799733957980386e-01
4.005331556147950067e+01	4.717865155572889546e-01
4.008663778740419303e+01	4.601210668853606967e-01
4.011996001332888540e+01	4.542423460677765812e-01
4.015328223925357776e+01	3.048937123927156767e-01
4.018660446517827012e+01	3.375543670667896512e-01
4.021992669110296248e+01	4.141293190333256713e-01
4.025324891702765484e+01	3.849612531878084387e-01
4.028657114295234010e+01	3.860254216248596992e-01
4.031989336887703246e+01	4.555585603372914738e-01
4.035321559480172482e+01	3.425263785801225258e-01
4.038653782072641718e+01	3.583376892341890718e-01
4.041986004665110954e+01	4.049500195939171876e-01
4.045318227257580190e+01	4.678389293750481737e-01
4.048650449850049426e+01	3.232827364724487063e-01
4.051982672442518663e+01	4.541289493546629696e-01
4.055314895034987899e+01	3.800772304466445983e-01
4.058647117627457135e+01	3.585795225072481163e-01
4.061979340219926371e+01	4.005496050709263511e-01
4.065311562812395607e+01	4.073238928780591461e-01
4.068643785404864133e+01	4.092151620677309531e-01
4.071976007997333369e+01	3.674774002326519073e-01
4.075308230589802605e+01	4.653798469336341004e-01
4.078640453182271841e+01	4.526623686986006589e-01
4.081972675774741077e+01	3.440950346475499244e-01
4.085304898367210313e+01	3.884984909008093457e-01
4.088637120959679550e+01	2.874219594756132201e-01
4.091969343552148786e+01	4.406205494736527561e-01
4.095301566144618022e+01	3.021990632204635263e-01
4.098633788737087258e+01	3.393390375504773404e-01
4.101966011329556494e+01	3.409423640309846570e-01
4.105298233922025730e+01	3.514517184766302593e-01
4.108630456514494256e+01	4.455650720603043236e-01
4.111962679106963492e+01	3.918678779396602141e-01
4.115294901699432728e+01	3.610279078990651369e-01
4.118627124291901964e+01	3.920664921926108049e-01
4.121959346884371200e+01	4.288863324815280764e-01
4.125291569476840436e+01	3.739499683432701005e-01
4.128623792069309673e+01	4.453025798493575604e-01
4.131956014661778909e+01	3.472902852243909821e-01
4.135288237254248145e+01	3.966042114313242939e-01
4.138620459846717381e+01	4.409277004159081192e-01
4.141952682439186617e+01	3.982689887370126636e-01
4.145284905031655853e+01	3.646128594323486682e-01
4.148617127624124379e+01	3.409068673866150201e-01
4.151949350216593615e+01	4.265050380818392606e-01
4.155281572809062851e+01	3.725856449367876966e-01
4.158613795401532087e+01	4.604924909321208015e-01
4.161946017994001323e+01	4.070826786652181339e-01
4.165278240586470559e+01	4.420566944506040818e-01
4.168610463178939796e+01	4.267419355809706771e-01
4.171942685771409032e+01	4.586844551654174484e-01
4.175274908363878268e+01	4.626238503707090777e-01
4.178607130956347504e+01	4.341929564731132896e-01
4.181939353548816740e+01	3.826127582045102393e-01
4.185271576141285976e+01	3.010817405551405312e-01
4.188603798733754502e+01	2.761011239729939115e-01
4.191936021326223738e+01	5.145938690142667360e-01
4.195268243918692974e+01	3.868883929784355247e-01
4.198600466511162210e+01	2.738396041365724898e-01
4.201932689103631446e+01	3.765688154464891246e-01
4.205264911696100683e+01	2.954087773495859270e-01
4.208597134288569919e+01	3.732137259133135321e-01
4.211929356881039155e+01	3.529980011506268500e-01
4.215261579473508391e+01	3.856744738292884334e-01
4.218593802065977627e+01	3.031587527096180623e-01
4.221926024658446863e+01	3.984530955276845421e-01
4.225258247250916099e+01	4.944346520112611887e-01
4.228590469843384625e+01	2.385992054628637837e-01
4.231922692435853861e+01	3.924851416504063217e-01
4.235254915028323097e+01	4.269788298170253960e-01
4.238587137620792333e+01	3.982505648856095593e-01
4.241919360213261569e+01	3.813502398927511861e-01
4.245251582805730806e+01	3.631131840358856611e-01
4.248583805398200042e+01	4.296703578796827738e-01
4.251916027990669278e+01	4.307572440572156602e-01
4.255248250583138514e+01	3.750020353308972099e-01
4.258580473175607750e+01	4.018011538177501674e-01
4.261912695768076986e+01	4.108304490496806349e-01
4.265244918360545512e+01	4.075062537726522605e-01
4.268577140953014748e+01	4.181182596777801574e-01
4.271909363545483984e+01	3.368484418251403434e-01
4.275241586137953220e+01	3.808188491428250999e-01
4.278573808730422456e+01	3.348374045431295465e-01
4.281906031322891693e+01	3.607786451866498711e-01
4.285238253915360929e+01	3.792716337448924779e-01
4.288570476507830165e+01	4.275277494681959944e-01
4.291902699100299401e+01	2.518765072576307218e-01
4.295234921692768637e+01	3.795969719689820665e-01
4.298567144285237873e+01	3.740173489637614312e-01
4.301899366877707109e+01	4.381888859127773261e-01
4.305231589470175635e+01	4.119407082635869188e-01
4.308563812062644871e+01	3.853082591751464392e-01
4.311896034655114107e+01	3.380439100593201074e-01
4.315228257247583343e+01	3.845546719010116687e-01
4.318560479840052579e+01	4.339603832581637177e-01
4.321892702432521816e+01	3.109647004136205095e-01
4.325224925024991052e+01	4.920002512663859684e-01
4.328557147617460288e+01	4.131686749731707797e-01
4.331889370209929524e+01	3.834375134567348242e-01
4.335221592802398760e+01	3.366000606832587616e-01
4.338553815394867996e+01	3.703810809910390578e-01
4.341886037987337232e+01	4.267763857331375865e-01
4.345218260579805758e+01	3.952199407648775975e-01
4.348550483172274994e+01	3.934386000962095120e-01
4.351882705764744230e+01	4.917630784123305232e-01
4.355214928357213466e+01	4.213264653072839594e-01
4.358547150949682703e+01	3.980936753779291126e-01
4.361879373542151939e+01	4.120881128017995221e-01
4.365211596134621175e+01	2.564994853754415938e-01
4.368543818727090411e+01	4.876453711058557627e-01
4.371876041319559647e+01	4.368935920052630095e-01
4.375208263912028883e+01	4.098676577785552722e-01
4.378540486504498119e+01	4.139761250711715967e-01
4.381872709096967355e+01	2.864800004251478738e-01
4.385204931689435881e+01	4.054453165048762520e-01
4.388537154281905117e+01	4.140538866497348036e-01
4.391869376874374353e+01	3.781606571462016175e-01
4.395201599466843589e+01	4.179524243762411384e-01
4.398533822059312826e+01	3.617170531271098333e-01
4.401866044651782062e+01	3.274938756340031731e-01
4.405198267244251298e+01	2.474944251468755296e-01
4.408530489836720534e+01	2.565267823003096748e-01
4.411862712429189770e+01	3.717580078544245326e-01
4.415194935021659006e+01	3.308482616246276597e-01
4.418527157614128242e+01	4.567222712344365942e-01
4.421859380206597478e+01	4.011475988099029166e-01
4.425191602799066004e+01	4.082651110345972834e-01
4.428523825391535240e+01	3.649262404006574645e-01
4.431856047984004476e+01	3.256245754487664401e-01
4.435188270576473712e+01	3.792873988163575349e-01
4.438520493168942949e+01	4.815858906605799961e-01
4.441852715761412185e+01	3.392702973972923641e-01
4.445184938353881421e+01	3.869560980579323517e-01
4.448517160946350657e+01	4.228531298241642866e-01
4.451849383538819893e+01	4.939997346672769241e-01
4.455181606131289129e+01	4.326018877139243823e-01
4.458513828723758365e+01	3.485764803378685883e-01
4.461846051316227602e+01	3.747248156930270691e-01
4.465178273908696127e+01	3.612931167481347461e-01
4.468510496501165363e+01	4.038684126387861451e-01
4.471842719093634599e+01	4.056324974340706491e-01
4.475174941686103836e+01	3.113899929082625251e-01
4.478507164278573072e+01	3.667203818361460810e-01
4.481839386871042308e+01	3.697489125785613506e-01
4.485171609463511544e+01	2.990093045629133028e-01
4.488503832055980780e+01	3.680662508848336345e-01
4.491836054648450016e+01	3.721776442723259137e-01
4.495168277240919252e+01	4.072116495611896037e-01
4.498500499833388488e+01	3.649335023171057513e-01
4.501832722425857725e+01	3.539776151348512645e-01
4.505164945018326250e+01	4.152496357045885600e-01
4.508497167610795486e+01	4.072835383412752863e-01
4.511829390203264722e+01	3.448267711035238325e-01
4.515161612795733959e+01	3.435771833771925632e-01
4.518493835388203195e+01	4.349646465211817747e-01
4.521826057980672431e+01	3.293678445024650903e-01
4.525158280573141667e+01	3.766735442987886318e-01
4.528490503165610903e+01	3.646676440381552697e-01
4.531822725758080139e+01	4.636072212289574779e-01
4.535154948350549375e+01	3.545258616665923901e-01
4.538487170943018612e+01	4.115012672130464733e-01
4.541819393535487848e+01	4.331665949156583428e-01
4.545151616127956373e+01	4.688645830324618680e-01
4.548483838720425609e+01	4.315814340643164271e-01
4.551816061312894846e+01	3.547359226935469234e-01
4.555148283905364082e+01	3.500318263595624257e-01
4.558480506497833318e+01	3.245798438643436312e-01
4.561812729090302554e+01	4.147761622627606504e-01
4.565144951682771790e+01	4.111573011285353796e-01
4.568477174275241026e+01	4.072791402838800146e-01
4.571809396867710262e+01	4.832931306553135964e-01
4.575141619460179498e+01	3.110073302658477590e-01
4.578473842052648735e+01	4.074080648499649460e-01
4.581806064645117971e+01	3.766959104451486073e-01
4.585138287237586496e+01	4.563058938170155843e-01
4.588470509830055732e+01	2.931513704589538416e-01
4.591802732422524969e+01	4.299876058937260881e-01
4.595134955014994205e+01	3.242719395033737406e-01
4.598467177607463441e+01	4.369470875532693865e-01
4.601799400199932677e+01	4.324661519894240636e-01
4.605131622792401913e+01	2.653224363647098683e-01
4.608463845384871149e+01	4.033511362048561866e-01
4.611796067977340385e+01	4.128218710977247241e-01
4.615128290569809622e+01	3.100995657243749704e-01
4.618460513162278858e+01	5.254502518477346396e-01
4.621792735754748094e+01	4.209224001257219072e-01
4.625124958347216619e+01	4.094773786322400966e-01
4.628457180939685855e+01	3.535954926268113363e-01
4.631789403532155092e+01	2.820195530302510578e-01
4.635121626124624328e+01	4.033774459524046008e-01
4.638453848717093564e+01	4.732878631888728371e-01
4.641786071309562800e+01	3.083674592498738543e-01
4.645118293902032036e+01	3.042391863092196447e-01
4.648450516494501272e+01	3.780639211957086965e-01
4.651782739086970508e+01	4.213227124611426122e-01
4.655114961679439745e+01	3.154714271870728282e-01
4.658447184271908981e+01	3.594891197922984727e-01
4.661779406864378217e+01	4.017187260339328825e-01
4.665111629456846742e+01	3.776425799395106142e-01
4.668443852049315979e+01	3.858586446554553295e-01
4.671776074641785215e+01	4.122352150695060558e-01
4.675108297234254451e+01	3.543240378040591332e-01
4.678440519826723687e+01	3.297367278334932261e-01
4.681772742419192923e+01	4.130074968665403690e-01
4.685104965011662159e+01	3.602844232513524592e-01
4.688437187604131395e+01	4.322992884248075818e-01
4.691769410196600631e+01	2.675164570500644934e-01
4.695101632789069868e+01	3.128461769262313452e-01
4.698433855381539104e+01	3.559379410787598674e-01
4.701766077974007629e+01	4.910151847370780587e-01
4.705098300566476865e+01	4.314233643422071274e-01
4.708430523158946102e+01	3.755465507776882261e-01
4.711762745751415338e+01	4.205636570234912441e-01
4.715094968343884574e+01	3.723444679275226266e-01
4.718427190936353810e+01	4.797006203037468275e-01
4.721759413528823046e+01	4.154269458933464998e-01
4.725091636121292282e+01	3.606317999464655477e-01
4.728423858713761518e+01	5.124702414324774358e-01
4.731756081306230755e+01	3.807544931846707503e-01
4.735088303898699991e+01	4.059269723851746670e-01
4.738420526491169227e+01	3.339202827359041281e-01
4.741752749083637752e+01	2.732111047657674319e-01
4.745084971676106989e+01	3.888000507126344041e-01
4.748417194268576225e+01	4.950535312864797755e-01
4.751749416861045461e+01	4.047615278374537828e-01
4.755081639453514697e+01	4.319788237971723954e-01
4.758413862045983933e+01	3.898532057452157029e-01
4.761746084638453169e+01	3.711663325221302712e-01
4.765078307230922405e+01	3.925848443783321318e-01
4.768410529823391641e+01	4.466571537196979413e-01
4.771742752415860878e+01	5.593047724343709337e-01
4.775074975008330114e+01	4.164249698820761125e-01
4.778407197600799350e+01	3.998152562870739279e-01
4.781739420193267875e+01	4.040410667373702802e-01
4.785071642785737112e+01	2.947451983739322046e-01
4.788403865378206348e+01	3.800000210221116115e-01
4.791736087970675584e+01	3.188046729689275605e-01
4.795068310563144820e+01	3.278099249646936331e-01
4.798400533155614056e+01	3.655007806709317797e-01
4.801732755748083292e+01	5.001444909358071511e-01
4.805064978340552528e+01	3.564525470699370091e-01
4.808397200933021765e+01	3.376213324870434573e-01
4.811729423525491001e+01	4.368685138268553203e-01
4.815061646117960237e+01	3.395530713109099485e-01
4.818393868710429473e+01	4.056263954888248424e-01
4.821726091302897999e+01	3.390266595044441056e-01
4.825058313895367235e+01	4.146413517035320018e-01
4.828390536487836471e+01	4.297069693432643001e-01
4.831722759080305707e+01	3.479767251809861017e-01
4.835054981672774943e+01	3.928178779008044130e-01
4.838387204265244179e+01	4.648789030519699939e-01
4.841719426857713415e+01	3.658423594713075544e-01
4.845051649450182651e+01	3.322933492999658456e-01
4.848383872042651888e+01	3.663688600345285651e-01
4.851716094635121124e+01	4.395445066847045723e-01
4.855048317227590360e+01	4.150907908341406327e-01
4.858380539820059596e+01	3.209512140982525019e-01
4.861712762412528122e+01	4.420769390673441324e-01
4.865044985004997358e+01	4.827987643346713931e-01
4.868377207597466594e+01	2.649392373702235681e-01
4.871709430189935830e+01	3.693047341386678228e-01
4.875041652782405066e+01	3.633340799343330874e-01
4.878373875374874302e+01	3.812993341251138535e-01
4.881706097967343538e+01	5.084043173207499766e-01
4.885038320559812774e+01	3.149015945012680340e-01
4.888370543152282011e+01	3.622138488305690629e-01
4.891702765744751247e+01	3.567871776049251209e-01
4.895034988337220483e+01	3.449640531636070651e-01
4.898367210929689719e+01	4.088871746452806266e-01
4.901699433522158245e+01	3.267036290568031132e-01
4.905031656114627481e+01	3.558355934846753055e-01
4.908363878707096717e+01	3.340257778908775066e-01
4.911696101299565953e+01	4.728957277565809525e-01
4.915028323892035189e+01	4.196054993251154275e-01
4.918360546484504425e+01	3.982480347434841361e-01
4.921692769076973661e+01	4.043109441042966323e-01
4.925024991669442898e+01	3.586891223211284285e-01
4.928357214261912134e+01	4.101804191276171019e-01
4.931689436854381370e+01	3.644629287861608224e-01
4.935021659446850606e+01	3.994637482227404446e-01
4.938353882039319842e+01	3.825446083976178357e-01
4.941686104631788368e+01	4.362492883703799618e-01
4.945018327224257604e+01	3.351055165012223336e-01
4.948350549816726840e+01	4.011552411516298156e-01
4.951682772409196076e+01	3.818826308732264363e-01
4.955014995001665312e+01	4.286428847860926372e-01
4.958347217594134548e+01	3.747657157907553493e-01
4.961679440186603784e+01	5.125894973223223960e-01
4.965011662779073021e+01	3.952173831259195302e-01
4.968343885371542257e+01	3.973442393730222122e-01
4.971676107964011493e+01	3.936885856335510803e-01
4.975008330556480729e+01	4.074839162987125007e-01
4.978340553148949965e+01	3.873838636659507340e-01
4.981672775741418491e+01	3.573817016486144915e-01
4.985004998333887727e+01	4.185862695082103180e-01
4.988337220926356963e+01	4.190728734381127252e-01
4.991669443518826199e+01	3.580190865784692589e-01
4.995001666111295435e+01	3.686921545271533152e-01
4.998333888703764671e+01	4.338909593829134992e-01
