Posición angular-canales 1 y 2, Ensayo #1
Tiempo ( s )	Posición angular ( rad )
26,4500	-0,340339
26,4600	-0,287979
26,4700	-0,235619
26,4800	-0,178896
26,4900	-0,126536
26,5000	-0,0741765
26,5100	-0,0174533
26,5200	0,0305433
26,5300	0,0872665
26,5400	0,139626
26,5500	0,191986
26,5600	0,244346
26,5700	0,296706
26,5800	0,344703
26,5900	0,397062
26,6000	0,449422
26,6100	0,497419
26,6200	0,549779
26,6300	0,597775
26,6400	0,645772
26,6500	0,693768
26,6600	0,741765
26,6700	0,785398
26,6800	0,829031
26,6900	0,872665
26,7000	0,916298
26,7100	0,955568
26,7200	0,994838
26,7300	1,03411
26,7400	1,07338
26,7500	1,10828
26,7600	1,13883
26,7700	1,17373
26,7800	1,20864
26,7900	1,23918
26,8000	1,26536
26,8100	1,29591
26,8200	1,32209
26,8300	1,34390
26,8400	1,36572
26,8500	1,38754
26,8600	1,40935
26,8700	1,42681
26,8800	1,43990
26,8900	1,45735
26,9000	1,46608
26,9100	1,47917
26,9200	1,48789
26,9300	1,49226
26,9400	1,49662
26,9500	1,50098
26,9600	1,50535
26,9700	1,50535
26,9800	1,50535
26,9900	1,50535
27,0000	1,50098
27,0100	1,49226
27,0200	1,48353
27,0300	1,47480
27,0400	1,46608
27,0500	1,44862
27,0600	1,43117
27,0700	1,41372
27,0800	1,39626
27,0900	1,37445
27,1000	1,35263
27,1100	1,33081
27,1200	1,30463
27,1300	1,27845
27,1400	1,24791
27,1500	1,21737
27,1600	1,18682
27,1700	1,15192
27,1800	1,11701
27,1900	1,08210
27,2000	1,04283
27,2100	1,00356
27,2200	0,964294
27,2300	0,925025
27,2400	0,881391
27,2500	0,837758
27,2600	0,798488
27,2700	0,754855
27,2800	0,706858
27,2900	0,658862
27,3000	0,610865
27,3100	0,562869
27,3200	0,514872
27,3300	0,466876
27,3400	0,414516
27,3500	0,366519
27,3600	0,314159
27,3700	0,261799
27,3800	0,213803
27,3900	0,161443
27,4000	0,104720
27,4100	0,0567232
27,4200	0,00436332
27,4300	-0,0479966
27,4400	-0,100356
27,4500	-0,148353
27,4600	-0,200713
27,4700	-0,253073
27,4800	-0,305433
27,4900	-0,353429
27,5000	-0,401426
27,5100	-0,449422
27,5200	-0,497419
27,5300	-0,545415
27,5400	-0,593412
27,5500	-0,641409
27,5600	-0,689405
27,5700	-0,733038
27,5800	-0,781035
27,5900	-0,820305
27,6000	-0,863938
27,6100	-0,903208
27,6200	-0,946841
27,6300	-0,981748
27,6400	-1,01665
27,6500	-1,05592
27,6600	-1,09083
27,6700	-1,12137
27,6800	-1,15628
27,6900	-1,19119
27,7000	-1,22173
27,7100	-1,25227
27,7200	-1,28282
27,7300	-1,30900
27,7400	-1,33081
27,7500	-1,35699
27,7600	-1,37445
27,7700	-1,39190
27,7800	-1,40935
27,7900	-1,42681
27,8000	-1,43990
27,8100	-1,45299
27,8200	-1,46608
27,8300	-1,47480
27,8400	-1,48353
27,8500	-1,48789
27,8600	-1,49226
27,8700	-1,49226
27,8800	-1,49662
27,8900	-1,49662
27,9000	-1,49662
27,9100	-1,49226
27,9200	-1,48789
27,9300	-1,48353
27,9400	-1,47480
27,9500	-1,46608
27,9600	-1,45299
27,9700	-1,43553
27,9800	-1,41808
27,9900	-1,40063
28,0000	-1,38317
28,0100	-1,36136
28,0200	-1,33518
28,0300	-1,31336
28,0400	-1,28718
28,0500	-1,26100
28,0600	-1,23482
28,0700	-1,20428
28,0800	-1,17810
28,0900	-1,14319
28,1000	-1,10828
28,1100	-1,07338
28,1200	-1,03847
28,1300	-1,00356
28,1400	-0,959931
28,1500	-0,916298
28,1600	-0,877028
28,1700	-0,833395
28,1800	-0,794125
28,1900	-0,750492
28,2000	-0,702495
28,2100	-0,658862
28,2200	-0,610865
28,2300	-0,562869
28,2400	-0,519235
28,2500	-0,471239
28,2600	-0,423242
28,2700	-0,375246
28,2800	-0,322886
28,2900	-0,270526
28,3000	-0,222529
28,3100	-0,170170
28,3200	-0,117810
28,3300	-0,0698132
28,3400	-0,0218166
28,3500	0,0305433
28,3600	0,0829031
28,3700	0,130900
28,3800	0,183260
28,3900	0,231256
28,4000	0,279253
28,4100	0,331613
28,4200	0,375246
28,4300	0,427606
28,4400	0,475602
28,4500	0,519235
28,4600	0,567232
28,4700	0,610865
28,4800	0,658862
28,4900	0,702495
28,5000	0,746128
28,5100	0,789761
28,5200	0,829031
28,5300	0,868301
28,5400	0,907571
28,5500	0,942478
28,5600	0,981748
28,5700	1,02102
28,5800	1,05156
28,5900	1,08647
28,6000	1,11701
28,6100	1,14319
28,6200	1,16937
28,6300	1,19991
28,6400	1,23046
28,6500	1,25227
28,6600	1,27409
28,6700	1,30027
28,6800	1,31772
28,6900	1,33954
28,7000	1,35263
28,7100	1,37008
28,7200	1,38317
28,7300	1,39626
28,7400	1,40499
28,7500	1,41372
28,7600	1,41808
28,7700	1,42244
28,7800	1,42681
28,7900	1,43117
28,8000	1,43117
28,8100	1,43117
28,8200	1,42681
28,8300	1,42244
28,8400	1,41808
28,8500	1,40935
28,8600	1,40063
28,8700	1,38754
28,8800	1,37445
28,8900	1,35699
28,9000	1,34390
28,9100	1,32645
28,9200	1,30463
28,9300	1,28718
28,9400	1,26536
28,9500	1,23918
28,9600	1,21737
28,9700	1,19119
28,9800	1,15628
28,9900	1,12574
29,0000	1,09519
29,0100	1,06029
29,0200	1,02974
29,0300	0,990474
29,0400	0,955568
29,0500	0,916298
29,0600	0,877028
29,0700	0,842121
29,0800	0,798488
29,0900	0,759218
29,1000	0,715585
29,1100	0,671952
29,1200	0,628319
29,1300	0,580322
29,1400	0,536689
29,1500	0,488692
29,1600	0,445059
29,1700	0,397062
29,1800	0,349066
29,1900	0,301069
29,2000	0,253073
29,2100	0,200713
29,2200	0,152716
29,2300	0,104720
29,2400	0,0567232
29,2500	0,00436332
29,2600	-0,0436332
29,2700	-0,0916298
29,2800	-0,139626
29,2900	-0,187623
29,3000	-0,239983
29,3100	-0,287979
29,3200	-0,335976
29,3300	-0,383972
29,3400	-0,427606
29,3500	-0,471239
29,3600	-0,514872
29,3700	-0,562869
29,3800	-0,606502
29,3900	-0,650135
29,4000	-0,693768
29,4100	-0,737402
29,4200	-0,781035
29,4300	-0,820305
29,4400	-0,855211
29,4500	-0,894481
29,4600	-0,929388
29,4700	-0,968658
29,4800	-0,999201
29,4900	-1,02974
29,5000	-1,06465
29,5100	-1,09519
29,5200	-1,12137
29,5300	-1,15192
29,5400	-1,18246
29,5500	-1,20428
29,5600	-1,23482
29,5700	-1,25664
29,5800	-1,28282
29,5900	-1,30027
29,6000	-1,32209
29,6100	-1,33954
29,6200	-1,35263
29,6300	-1,36572
29,6400	-1,37881
29,6500	-1,38754
29,6600	-1,39626
29,6700	-1,40063
29,6800	-1,40935
29,6900	-1,41372
29,7000	-1,41372
29,7100	-1,41372
29,7200	-1,41372
29,7300	-1,41372
29,7400	-1,41372
29,7500	-1,40935
29,7600	-1,40499
29,7700	-1,39626
29,7800	-1,38317
29,7900	-1,37008
29,8000	-1,35699
29,8100	-1,34390
29,8200	-1,32645
29,8300	-1,30900
29,8400	-1,29154
29,8500	-1,26973
29,8600	-1,24791
29,8700	-1,22609
29,8800	-1,19991
29,8900	-1,17373
29,9000	-1,14755
29,9100	-1,11701
29,9200	-1,08647
29,9300	-1,05156
29,9400	-1,02102
29,9500	-0,981748
29,9600	-0,946841
29,9700	-0,911935
29,9800	-0,868301
29,9900	-0,829031
30,0000	-0,794125
